TWEET_ID_ANON,USER_ID_ANON,TWEET_TEXT,CREATED_AT
81,7,"Necesito a alguien que pueda salvarme ,solo quiero a alguien que me salve de tanta mierda",Sat Jan 02 23:20:00 +0000 2016
82,7,Una fracasada eso es lo que soy ya no aguanto tanta precion,Wed Jul 15 22:44:05 +0000 2015
83,7,Tengo miedo constantemente,Tue Jul 07 13:30:18 +0000 2015
84,7,No quiero existir mas es mucho sufrimiento la vida,Wed Jul 22 22:01:09 +0000 2015
85,8,A veces el mundo se me cae encima.,Sat Dec 24 22:38:44 +0000 2016
86,8,"Pensé que había superado este dolor,  he vuelto a caer.",Sat Jul 23 01:48:11 +0000 2016
87,8,Este dolor me esta matando por dentro.,Thu Jun 23 02:23:34 +0000 2016
88,8,"Me gustaría poder borrar todo de mi mente, así no sentiría constantemente que estoy cayendo.",Fri Jul 08 04:27:57 +0000 2016
89,8,"Comencé a ponerme mal, las pequeñas cosas que solían hacerme feliz ahora me dan igual,siento un vacío y un gran dolor en mi pecho.",Sun Aug 21 00:39:14 +0000 2016
90,8,"Lloré.Lloré y no sé porqué. Solo sé que necesitaba hacerlo. Necesito llorar toda la noche, aunque, no me sienta mejor.",Fri Jun 03 00:14:33 +0000 2016
91,8,Me siento tan vacía.,Thu Aug 11 21:43:51 +0000 2016
92,8,"En este momento soy un desastre, por dentro y por fuera.",Wed Aug 31 20:41:07 +0000 2016
93,8,No quiero acostumbrarme a la felicidad si sé que después vendrá el dolor acompañado de llanto y depresiva soledad. EXTERNAL_LINK,Wed Jul 20 06:26:44 +0000 2016
94,8,"Cuando estoy mal siento que debería llorar o gritar, pero no puedo, simplemente me quedo callada, me acuesto en mi cama y solo pienso.",Fri Sep 02 05:25:28 +0000 2016
95,8,Llevo un enorme vacío en mi pecho.,Wed May 03 00:52:01 +0000 2017
96,8,A veces tengo la sensación de ahogarme en mis propios sentimientos.,Fri Nov 04 02:38:16 +0000 2016
97,9,"No importa cuanto me esfuerce,nunca soy suficiente para nada ni para nadie",Sun Dec 31 15:52:02 +0000 2017
98,9,"Me gustaría ser fuerte,pero me derrumbo por todas partes",Tue Dec 26 19:07:22 +0000 2017
99,9,"Trato de no perder las esperanzas, pero la esperanza algún día me va a matar. Porque estoy buscando algo que nunca va a pasar.",Fri Feb 23 04:33:10 +0000 2018
100,9,"Mi vida se basa en fingir estar bien...y pensandolo bien,eso no es vida",Wed Nov 22 18:02:32 +0000 2017
101,9,"La soledad y la depresión han sido mis verdaderas mejores amigas,nunca me han dejado sólo.",Sun May 06 23:18:14 +0000 2018
102,9,Aveces simplemente quiero dormir y no despertar más.,Wed Mar 21 18:34:20 +0000 2018
103,9,"Perdón por ser inestable, inseguro,tímido, en fin, un desastre.",Thu Apr 05 15:28:47 +0000 2018
104,9,"Te juro que lo estoy intentando,pero parece que la vida va siempre en mi contra.",Sat Mar 10 15:38:56 +0000 2018
105,9,Y si mejor me muero?,Fri Feb 23 03:38:48 +0000 2018
106,9,Ya no sé que hacer...mi mundo simplemente se derrumba,Wed Feb 28 15:07:41 +0000 2018
107,10,"No me encierro en mi cuarto porqué me guste estar sola, no me encierro en mi cuarto por ser antisocial, simplemente… EXTERNAL_LINK",Sun Jan 14 16:26:38 +0000 2018
108,10,"A veces me siento triste, cansado y desgraciada sin ninguna razón",Sun Dec 10 13:49:46 +0000 2017
109,10,Estoy cansada de vivir. EXTERNAL_LINK,Sat May 13 20:30:16 +0000 2017
110,10,Estás ganas de llorar hasta quedarme dormida...,Mon Jan 01 02:39:51 +0000 2018
111,10,"A veces es mejor estar solo, nadie puede lastimarte",Sat Jun 10 01:25:00 +0000 2017
112,10,"Nada esta bien, pero... A quién se lo cuento??",Sun Dec 24 19:22:33 +0000 2017
113,10,Mi vida se está desmoronando ante mis ojos y no tengo fuerzas ni para levantarme,Sun Feb 18 00:45:02 +0000 2018
114,10,"Es tan complicado encontrar razones o motivos en medio de aquel torbellino de sensaciones, es como estar dentro de… EXTERNAL_LINK",Wed Feb 21 21:23:52 +0000 2018
115,10,Ojalá y esto se acabe pronto..,Sun Jul 30 02:50:19 +0000 2017
116,10,"Por más que intentas, todo parece empeorar y cada día ser más oscuro.",Wed Feb 21 21:22:48 +0000 2018
117,10,Mis días cada vez son más mierda 😒,Sun Jul 30 02:49:51 +0000 2017
118,11,Me quiero morir,Thu Apr 26 23:50:39 +0000 2018
119,11,Las ganas de lastimarme aumentan y no físico.,Tue May 08 01:46:12 +0000 2018
120,11,"es como que a veces yo sola me dejo caer

es como que

a veces

no quiero mejorar",Wed Apr 25 21:48:01 +0000 2018
121,11,Odio ser yo,Mon Apr 30 22:00:10 +0000 2018
122,11,"sólo a mi me pasa que a veces siento un vacío en el pecho y no es por extrañar a alguien, o estar triste, sino que… EXTERNAL_LINK",Sun May 06 03:28:33 +0000 2018
123,11,"estoy tan deprimida. no soporto más, nada de esto.",Sun Apr 15 01:14:23 +0000 2018
124,11,"desde hace muchísimo siento que me muero, que se me consume el corazón, que tengo un vacío en la panza que no me de… EXTERNAL_LINK",Wed Apr 25 23:01:35 +0000 2018
125,11,me siento miserable,Wed Apr 25 21:48:48 +0000 2018
126,11,que falta de estabilidad,Wed Apr 25 23:04:09 +0000 2018
127,11,ansiedad ansiedad ansiedad ansiedad ansiedad ansiedad ansiedad ansiedad ansiedad ansiedad ansiedad ansiedad ansieda… EXTERNAL_LINK,Wed Apr 25 22:38:12 +0000 2018
128,11,No me importa nada.,Mon Apr 30 02:06:46 +0000 2018
129,11,Un saludo a mi psicológa que solo finge conmigo y le importa una mierda mi vida.,Mon Apr 30 15:36:19 +0000 2018
130,11,Siento que me pierdo dentro de mi mente.,Tue Apr 10 19:55:24 +0000 2018
131,11,Otra vez fallando en el intento de matarme.,Fri Apr 27 03:55:04 +0000 2018
132,12,esto me está pesando demasiado al grado de no poder dormir,Sun Jan 21 09:01:17 +0000 2018
133,12,"YA NO SE COMO PEDIR AYUDA, NADIE ME LA VA A DAR",Wed Jan 24 06:00:36 +0000 2018
134,12,"Ya no quiero seguir existiendo, eso es irreparable, arruine mi infancia, mi pubertad, mi adolescencia, ya no quiero… EXTERNAL_LINK",Thu Jan 18 23:02:54 +0000 2018
135,12,"esto me rompe y me hace llorar, saber que nada es estable me desvanece",Thu Feb 15 03:33:15 +0000 2018
136,12,"el problema empieza cuando piensas demasiado, al final del día y terminas ahogada en sentimientos abominables",Sat Mar 03 17:09:25 +0000 2018
137,12,"Me odio. Me detesto tanto que quisiera asesinarme, pero no quiero herir a mas personas.",Thu Jan 18 22:59:13 +0000 2018
138,12,realmente no tengo a nadie,Wed Dec 13 03:06:29 +0000 2017
139,12,"Nadie va a estar ahí cada vez, nunca nadie estuvo. Por favor sácame de esto.",Thu Jan 18 23:00:38 +0000 2018
140,12,"me siento abandonada, supongo que los que amo encontraron algo mejor",Sun Dec 03 20:10:53 +0000 2017
141,12,"me pregunto si algún día estaré bien, si algún año sera bueno o cuando dejare esta depresión atrás",Wed Dec 13 03:16:35 +0000 2017
142,13,Mi vida es una mierda y la culpa es toda mia. Me odio muchísimo.,Thu Feb 22 07:53:13 +0000 2018
143,13,"Ahora mismo lo que mas deseo es morir. Basta, como hago que pare el dolor?",Wed Feb 07 02:18:37 +0000 2018
144,13,"Como quieren puedo seguir así? No tengo fuerzas, de verdad",Mon Feb 19 01:10:56 +0000 2018
145,13,"Huir, todo lo que se hacer. Me odio.",Fri Feb 16 04:57:55 +0000 2018
146,13,"Otra vez hago sentir decepcionados a mis padres, para nada sirvo yo. Ojalá morir.",Tue Feb 13 00:57:03 +0000 2018
147,13,"Si me rindo, me podría mi familia perdonar? Mis amigos? Si saben lo cansada que estoy, podrian compadecerse?",Thu Feb 15 00:13:29 +0000 2018
148,13,"Las cosas no estan tan mal, tengo amigos supongo y eso, solo... No dejo de sentirme tan mal, ya no se que mas hacer  estoy muy cansada.",Thu Feb 15 00:07:19 +0000 2018
149,13,"No puedo creer lo mucho que he cambiado, lo mal que estoy haciendo todo y en que persona tan mierda me he convertido",Mon Feb 12 03:47:27 +0000 2018
150,13,"Me deprime ir a la escuela y ver a todos ahí gritando y riendo mientras yo estoy sola con el celular, que mierdaa todo",Mon Feb 12 17:20:06 +0000 2018
151,13,"Me duele mucho la cabeza, puedo parar de llorar ahora?",Mon Feb 19 01:19:32 +0000 2018
152,13,"Puede ser que tenga tanta tristeza que, aun sin pensar en lo que la causa, está ahí, todo el maldito tiempo",Fri Feb 16 04:56:21 +0000 2018
153,13,"Que mas da si miento sobre como me siento, da igual, siempre estoy mal y nada de lo que pueden hacer me haría sentir mejor, da igual lpm",Fri Feb 16 15:42:52 +0000 2018
154,13,Me siento tan vacía,Mon Feb 19 00:59:31 +0000 2018
155,13,Pensar en el tiempo me pone triste,Mon Feb 12 23:13:07 +0000 2018
156,14,"Reconozco que estoy en mis días malos, puedo aparentar que todo está bien pero por dentro me estoy muriendo y soy capaz de cualquier cosa",Sun Aug 28 14:26:00 +0000 2016
157,14,"Tengo miedo, siento que de a poco voy a caer de nuevo. Estoy ""bien"" pero cualquier cosa me puede hacer mal, tengo miedo",Fri Sep 09 03:07:12 +0000 2016
158,14,Nadie entiende el horrible momento que estoy pasando y cada vez me siento más sola,Sat Oct 22 01:39:51 +0000 2016
159,14,"Me canse, me doy por vencida, literalmente no puedo más, estoy por explotar en cualquier momento",Mon Nov 07 03:20:04 +0000 2016
160,14,"Hoy soy capaz de todo, total de dejar de sufrir, haría cualquier cosa",Sun Aug 14 16:59:00 +0000 2016
161,14,"Estaba soñando que me ahogaba y no podía respirar, me desperté asustada y no estaba respirando",Tue Aug 16 03:03:18 +0000 2016
162,14,"Llorar tanto hasta que las vías respiratorias se taparon y no tener fuerza para respirar, eso está pasando. No puedo más",Sat Nov 19 18:48:44 +0000 2016
163,14,Siempre le tuve miedo a llegar al punto de querer suicidarme y ya lo intente varias veces,Sun Aug 14 03:10:29 +0000 2016
164,14,Ya una vez quise dormir para siempre a través de una pastilla sé que hoy soy capaz de hacerlo de nuevo,Tue Aug 16 01:52:57 +0000 2016
165,14,Otra vez líneas en todas mis muñecas,Mon Oct 24 21:06:32 +0000 2016
166,14,"Estoy cansada de cada vez que estoy mal cortar mis brazos o mis piernas, estoy cansada de esto. Por una vez quiero sentirme apoyada",Sat Nov 19 18:29:19 +0000 2016
167,15,Tengo Que Fingir Todo El Tiempo Para Evitar Estar Siempre Llorando.,Tue Jan 23 06:16:50 +0000 2018
168,15,Ya No Se Que Sentir.,Thu Mar 15 04:52:01 +0000 2018
169,15,Estoy Cansada De Caer Y Deprimirme Por Cualquier Cosa.,Fri Feb 16 01:18:19 +0000 2018
170,15,No Bromeo Cuando Digo Que Desearia Estar Muerta.,Sun Feb 11 06:43:16 +0000 2018
171,15,"Lo Peor De Todo , Es Que Soy Consciente De Que Me Estoy Matando.",Wed Mar 07 18:40:28 +0000 2018
172,15,"Me Siento Mal , Peor Que Mal , Me Siento Destrozada.",Sun May 06 07:27:34 +0000 2018
173,15,Me Siento Un Puto Asco Todos Los Dias.,Fri Feb 09 03:48:35 +0000 2018
174,15,Hay Dias En Lo Que Solo Quiero Desaparecer.,Tue Jan 23 06:39:25 +0000 2018
175,15,¿Y Si Mejor Me Muero?,Thu Mar 01 04:19:06 +0000 2018
176,15,Al Final Todos Me Fallaron.,Sat Feb 10 06:15:53 +0000 2018
177,16,No puedo sentirme tsn msl,Wed Nov 22 21:56:32 +0000 2017
178,16,Nada me activa a cambiarrr,Thu Oct 05 18:46:42 +0000 2017
179,16,No puedo parar de comer,Thu Oct 05 18:46:24 +0000 2017
180,16,Que ganas de morirme,Mon Dec 04 15:44:32 +0000 2017
181,16,No me puedo sentir tan mal 😥😭😭😭,Fri Sep 08 00:05:20 +0000 2017
182,16,Comer xq te obligan y otras cosas de hacerte mierda,Tue Sep 05 17:20:39 +0000 2017
183,16,Necesito ser flaca,Thu Sep 28 21:44:08 +0000 2017
184,16,Me pone mas mal de lo que estoy hacer sentir mal a otras personas por no querer contar lo que me pasa,Tue Feb 06 21:32:33 +0000 2018
185,16,No puedo seguir asi😭😭😭,Sat Feb 24 15:29:15 +0000 2018
186,16,Asco me doy,Mon Sep 11 21:42:42 +0000 2017
187,17,quiero desaparecer YA,Tue Feb 06 23:42:40 +0000 2018
188,17,"me siento muy mal todavía, lo peor es que digo que al otro día voy a estar mejor y NO",Wed Feb 07 19:06:12 +0000 2018
189,17,"estoy muy cansada, quiero dormir y no despertarme más.",Tue Feb 06 03:16:08 +0000 2018
190,17,"me acuerdo cuando me dio un ataque de pánico en el auto con dos amigos, yo estaba por tirarme de la ventana mientra… EXTERNAL_LINK",Tue Feb 06 14:22:41 +0000 2018
191,17,estoy perdida.,Wed Feb 07 01:43:00 +0000 2018
192,17,quiero dormir pero no me voy a permitir irme a dormir así de triste y menos llorando.,Wed Feb 28 02:46:38 +0000 2018
193,17,por qué no puedo parar de llorar aaaaa,Thu Mar 01 20:31:00 +0000 2018
194,17,como que se está repitiendo todo lo mismo de antes y sé que la voy a volver a pasar mal,Fri Mar 02 00:43:59 +0000 2018
195,17,estoy rota otra vez,Tue Feb 06 03:58:14 +0000 2018
196,17,estoy harta de llorar y no hacer nada para arreglarlo.,Tue Feb 06 02:48:45 +0000 2018
197,18,No puedo dejar de llorar,Wed Oct 11 23:20:03 +0000 2017
198,18,La depresión me ganó y espero esta noche morirme,Tue Oct 03 02:52:29 +0000 2017
199,18,Ganas de morirme,Mon Oct 16 04:23:17 +0000 2017
200,18,No puedo con mis pensamientos,Wed Oct 11 22:29:56 +0000 2017
201,18,"Creí que ya había salido de toda esta mierda, pero no fue así. En realidad nunca he salido y estoy peor que antes.",Sat Oct 21 20:32:44 +0000 2017
202,18,"Una vez me hicieron sentir que la culpa de todo la tenía yo, que era un desastre, me hicieron sentir que no sirvo p… EXTERNAL_LINK",Wed Feb 21 03:04:05 +0000 2018
203,18,"Volvemos a sentirnos mal de nuevo y no hay nada que pare las ganas de llorar,volvemos a los pensamientos que tanto… EXTERNAL_LINK",Wed Jan 17 23:57:46 +0000 2018
204,18,"Un corte,dos cortes,tres cortes y muchos mas",Thu Oct 26 23:05:09 +0000 2017
205,18,"Estoy hundida,no encuentro salida,habia podido sacar un poco mis ganas de morirme pero volvi a caer en toda esta mi… EXTERNAL_LINK",Sun Nov 12 23:52:11 +0000 2017
206,18,No quiero que mis demonios tomen control de nuevo sobre mi porque sino voy a caer,Sat Dec 09 01:33:28 +0000 2017
207,18,"soy así 
insegura, 
molesta,
depresiva, 
complicada, 
celosa, 
gritona, 
exhaustiva, 
insistente, 
problemática, 
i… EXTERNAL_LINK",Sat Dec 09 01:26:35 +0000 2017
208,18,Me siento como si estuviera muerta y nadie lo nota,Fri Oct 06 23:56:45 +0000 2017
209,18,Que ganas de dormir para siempre,Tue Oct 03 20:56:58 +0000 2017
210,18,"A quien miento si yo misma estoy cansada de mi,soy un estorbo para todos,un problema y siento que todos estarian me… EXTERNAL_LINK",Tue Nov 14 02:03:17 +0000 2017
211,19,Para vivir así lo mejor sería dejar de hacerlo.,Tue Jun 05 23:10:54 +0000 2018
212,19,Estoy harto de vivir asi.,Sat Jun 02 20:37:16 +0000 2018
213,19,Ya no aguanto mas.,Sun Jun 03 18:31:34 +0000 2018
214,19,"El miedo, la baja autoestima y el continuo pensamiento de que piensan mierda de mi no me dejan relacionarme.",Sun Jun 03 21:12:01 +0000 2018
215,19,"Me estoy convirtiendo en algo que no quiero, alguien borde y sin sentimientos por nadie.",Thu May 31 23:32:44 +0000 2018
216,19,Mejor irse que la cosa va a peor como cada noche.,Mon Jun 04 22:39:47 +0000 2018
217,19,"Entiendo perfectamente las miradas de asco, soy inferior a cualquiera.",Mon Jun 04 21:47:01 +0000 2018
218,19,"Soy demasiado debil mentalmente, por eso soy un inutil y por eso estoy asi.",Mon Jun 04 11:54:41 +0000 2018
219,19,No puedo ser más mierda.,Tue Jun 05 21:41:21 +0000 2018
220,19,"Ojala morirme pronto, esto es insoportable.",Sun Jun 03 13:06:32 +0000 2018
221,19,Ojala tener valentía para suicidarme.,Sat Jun 02 20:42:22 +0000 2018
222,19,"Cada día molesto y hablo menos con la gente, es lo mejor.",Tue Jun 05 23:22:14 +0000 2018
223,19,Soy una mierda para todos y eso me hace más mierda aun.,Mon Jun 04 22:40:09 +0000 2018
224,19,"Lástima no atreverme a acabar con todo, sería lo fácil y lo correcto para mi y para todos.",Mon Jun 04 23:52:06 +0000 2018
225,20,"Estoy tan triste, tan vacía, me siento tan mal",Fri Mar 17 02:04:21 +0000 2017
226,20,Que insano eso de estar todo el día llorando 🙍🏼‍♀️,Thu Jan 04 19:08:15 +0000 2018
227,20,"Estoy cansada de llorar, estuve toda la semana llorando",Sat Dec 24 04:21:47 +0000 2016
228,20,No se que hacer con mi vida,Sat Jan 21 00:38:30 +0000 2017
229,20,Tengo un mal presentimiento de que no voy a salir de esta por mucho tiempo 😔,Tue May 09 21:51:37 +0000 2017
230,20,Me desespera más no poder salir de esta depreciación que estar en ella,Thu Aug 10 00:48:15 +0000 2017
231,20,"Estoy tan depresiva, tan sola, tan vacía",Sat Jan 21 00:01:42 +0000 2017
232,20,"Todo el día con un nudo en la garganta, un vacío en el estómago y un dolor en el pecho...",Thu Jan 04 18:19:15 +0000 2018
233,20,Cada vez estoy más hundida en todo esto y no veo que alguien me intenté ayudar a salir adelante,Wed May 10 17:08:43 +0000 2017
234,20,"Yo ya había salido de todo esto, de esta soledad",Sat Jan 21 00:49:04 +0000 2017
235,21,No puedo dormir. Ni quiero.,Thu Feb 08 08:47:10 +0000 2018
236,21,"Tratamiento, día 736. El psiquiatra tenía razón cuando me comentó no cambiar la dosis de la medicina si iba a tener… EXTERNAL_LINK",Sun Feb 25 09:22:36 +0000 2018
237,21,No puedo dormir y La Venus de las pieles no es la mejor compañía.,Thu Feb 22 08:46:05 +0000 2018
238,21,"Tratamiento, día 708. No recuerdo un día en el que haya estado más triste y apagada durante el tratamiento como hoy… EXTERNAL_LINK",Sun Jan 28 06:59:21 +0000 2018
239,21,Tardé tanto en quedarme dormida anoche que ahora estoy toda deshecha en la cama y ya es bastante tarde.,Wed Feb 21 17:51:56 +0000 2018
240,21,"Tratamiento día, 712. Me siento cansada, triste y a la expectativa.",Thu Feb 01 08:06:52 +0000 2018
241,21,"Tratamiento, día 836. Escuché que el humano se enferma porque no pone orden a lo que piensa y siente. Así, toma med… EXTERNAL_LINK",Thu Jun 07 04:37:36 +0000 2018
